id,source,department,course,level,question,answer,explanation,prerequisites,learning_outcomes,instructor,semester,year,enrollment,timestamp
mit_79,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[3, 1], [4, 2]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,230,2024-06-06 14:50:01.400318
mit_80,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫3x^1 dx,The integral is 1.0x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,141,2024-07-17 14:50:01.400326
mit_81,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2020,170,2025-03-14 14:50:01.400335
mit_82,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between supervised and unsupervised learning.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,111,2025-08-28 14:50:01.400343
mit_83,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2023,211,2024-06-30 14:50:01.400349
mit_84,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,319,2024-09-09 14:50:01.400356
mit_85,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2022,111,2023-12-02 14:50:01.400363
mit_86,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,347,2025-08-05 14:50:01.400368
mit_87,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is normalization in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,291,2024-02-28 14:50:01.400374
mit_88,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,236,2024-10-02 14:50:01.400380
mit_89,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between supervised and unsupervised learning.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,334,2024-08-31 14:50:01.400387
mit_90,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2019,140,2024-09-11 14:50:01.400392
mit_91,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,178,2024-04-20 14:50:01.400400
mit_92,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[2, 1], [2, 3]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2022,431,2024-12-09 14:50:01.400407
mit_93,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2019,260,2025-07-15 14:50:01.400414
mit_94,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between classification and regression.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,90,2024-10-22 14:50:01.400420
mit_95,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between supervised and unsupervised learning.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2019,90,2025-06-04 14:50:01.400427
mit_96,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is overfitting in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2023,380,2024-10-08 14:50:01.400432
mit_97,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,144,2025-10-24 14:50:01.400440
mit_98,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2020,253,2025-08-03 14:50:01.400445
mit_99,mit_opencourseware,mathematics,Differential Equations,undergraduate,What is the probability of getting 5 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,318,2025-08-23 14:50:01.400451
mit_100,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫1x^3 dx,The integral is 1.3333333333333333x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,370,2025-07-10 14:50:01.400460
mit_101,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,289,2024-05-12 14:50:01.400471
mit_102,mit_opencourseware,computer-science,Machine Learning,graduate,Explain the difference between supervised and unsupervised learning.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2021,296,2024-05-13 14:50:01.400478
mit_103,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,129,2025-01-10 14:50:01.400484
mit_104,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫3x^2 dx,The integral is 1.0x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2021,54,2024-09-02 14:50:01.400492
mit_105,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the Binary Search algorithm.,This algorithm sorts efficiently.,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2023,273,2024-10-08 14:50:01.400498
mit_106,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,184,2025-08-27 14:50:01.400504
mit_107,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2023,464,2025-02-14 14:50:01.400510
mit_108,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2019,376,2024-08-07 14:50:01.400516
mit_109,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,59,2025-06-14 14:50:01.400522
mit_110,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫1x^2 dx,The integral is 1.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2020,96,2025-06-15 14:50:01.400530
mit_111,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫3x^2 dx,The integral is 1.0x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,91,2025-06-20 14:50:01.400542
mit_112,mit_opencourseware,mathematics,Differential Equations,graduate,What is the probability of getting 1 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2020,480,2025-03-05 14:50:01.400550
mit_113,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,176,2025-10-13 14:50:01.400556
mit_114,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2022,398,2025-01-01 14:50:01.400562
mit_115,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the Binary Search algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,376,2025-01-15 14:50:01.400568
mit_116,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of conservation of energy.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2020,374,2024-08-29 14:50:01.400573
mit_117,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between classification and regression.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,71,2024-03-31 14:50:01.400580
mit_118,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2022,96,2023-12-15 14:50:01.400585
mit_119,mit_opencourseware,computer-science,Introduction to Algorithms,undergraduate,Describe the QuickSort algorithm.,This algorithm searches in O(log n).,"The algorithm uses {random.choice(['greedy approach', 'divide and conquer', 'binary splitting'])} to achieve efficiency.","['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2020,299,2025-03-23 14:50:01.400591
mit_120,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2021,420,2025-07-02 14:50:01.400598
mit_121,mit_opencourseware,computer-science,Database Systems,undergraduate,What is cross-validation in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,340,2025-05-09 14:50:01.400605
mit_122,mit_opencourseware,computer-science,Database Systems,graduate,What is overfitting in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,129,2024-08-13 14:50:01.400612
mit_123,mit_opencourseware,computer-science,Artificial Intelligence,graduate,What is overfitting in machine learning?,It's a technique for data preprocessing.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,367,2024-11-09 14:50:01.400618
mit_124,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2023,399,2024-06-25 14:50:01.400627
mit_125,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,317,2024-01-12 14:50:01.400633
mit_126,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫2x^1 dx,The integral is 1.0x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,342,2024-01-29 14:50:01.400643
mit_127,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2021,163,2024-03-06 14:50:01.400649
mit_128,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫4x^1 dx,The integral is 1.0x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2021,456,2023-11-22 14:50:01.400657
mit_129,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[1, 3], [1, 2]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2020,322,2024-10-18 14:50:01.400666
mit_130,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2023,433,2024-04-24 14:50:01.400671
mit_131,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,103,2025-05-30 14:50:01.400678
mit_132,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Newton's laws.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,211,2024-05-02 14:50:01.400684
mit_133,mit_opencourseware,computer-science,Database Systems,graduate,What is cross-validation in machine learning?,It's a technique for model evaluation.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2023,329,2025-04-11 14:50:01.400690
mit_134,mit_opencourseware,physics,General Course,graduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2019,421,2025-10-12 14:50:01.400697
mit_135,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between classification and regression.,The main difference is labeled vs unlabeled data.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2020,488,2024-12-29 14:50:01.400703
mit_136,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫1x^1 dx,The integral is 1.3333333333333333x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Spring,2021,348,2025-03-06 14:50:01.400712
mit_137,mit_opencourseware,electrical-engineering,General Course,graduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,420,2024-12-19 14:50:01.400718
mit_138,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2019,424,2024-04-05 14:50:01.400725
mit_139,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2022,494,2025-07-16 14:50:01.400731
mit_140,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2021,318,2025-10-05 14:50:01.400736
mit_141,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is cross-validation in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2019,394,2024-10-10 14:50:01.400744
mit_142,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of conservation of energy.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2020,117,2024-12-07 14:50:01.400749
mit_143,mit_opencourseware,mathematics,Linear Algebra,graduate,"Find the eigenvalues of the matrix [[5, 4], [3, 1]]",The eigenvalues are the solutions to det(A - λI) = 0.,Eigenvalues represent scaling factors for eigenvectors in linear transformations.,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Spring,2020,440,2025-07-01 14:50:01.400757
mit_144,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2020,86,2025-02-17 14:50:01.400762
mit_145,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2022,266,2024-11-07 14:50:01.400768
mit_146,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is overfitting in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2020,229,2024-02-24 14:50:01.400774
mit_147,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2021,129,2025-08-21 14:50:01.400780
mit_148,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫5x^1 dx,The integral is 1.5x^3 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,291,2025-10-24 14:50:01.400788
mit_149,mit_opencourseware,computer-science,Machine Learning,undergraduate,Explain the difference between supervised and unsupervised learning.,The main difference is discrete vs continuous output.,Understanding this distinction is crucial for choosing the right approach.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Brown,Fall,2019,242,2024-03-30 14:50:01.400795
mit_150,mit_opencourseware,mathematics,Calculus,graduate,Evaluate the integral: ∫1x^2 dx,The integral is 0.5x^4 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2022,385,2025-11-08 14:50:01.400806
mit_151,mit_opencourseware,mathematics,Probability Theory,graduate,What is the probability of getting 6 when rolling a fair die?,1/6 or approximately 0.167,"Each face has equal probability, so probability = 1/6.","['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Fall,2019,199,2024-01-22 14:50:01.400815
mit_152,mit_opencourseware,physics,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that force = mass × acceleration.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2022,493,2024-03-15 14:50:01.400821
mit_153,mit_opencourseware,mathematics,Calculus,undergraduate,Evaluate the integral: ∫5x^2 dx,The integral is 1.25x^2 + C,Apply the power rule for integration: ∫x^n dx = x^(n+1)/(n+1) + C,"['Basic mathematics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Fall,2023,206,2024-12-10 14:50:01.400829
mit_154,mit_opencourseware,physics,General Course,graduate,Explain the principle of Newton's laws.,This principle states that energy cannot be created or destroyed.,This fundamental principle governs many phenomena in the field.,"['Basic physics', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Smith,Spring,2021,231,2024-02-15 14:50:01.400835
mit_155,mit_opencourseware,computer-science,Artificial Intelligence,undergraduate,What is normalization in machine learning?,It's a technique for preventing poor generalization.,This concept is fundamental to building robust ML models.,"['Basic computer-science', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Williams,Spring,2019,334,2025-02-03 14:50:01.400841
mit_156,mit_opencourseware,electrical-engineering,General Course,undergraduate,Explain the principle of Ohm's law.,This principle states that voltage = current × resistance.,This fundamental principle governs many phenomena in the field.,"['Basic electrical-engineering', 'Mathematics fundamentals']","['Master core concepts', 'Apply theoretical knowledge', 'Solve complex problems']",Prof. Johnson,Fall,2022,316,2023-12-23 14:50:01.400847
